"date","season","year","month","day_of_week","weekend","holiday","temp_actual","temp_feel","humidity","windspeed","weather_cat","rides"
"2012-11-30","fall",2012,"Nov","Fri",FALSE,"no",54.0169754,61.14803,0.649583,3.9175436,"categ1",5306
"2012-12-01","fall",2012,"Dec","Sat",TRUE,"no",54.0169754,60.52136,0.806667,4.0001814,"categ2",4240
"2012-12-02","fall",2012,"Dec","Sun",TRUE,"no",57.6455,64.32872,0.823333,8.333393,"categ2",3757
"2012-12-03","fall",2012,"Dec","Mon",FALSE,"no",65.3945,73.02164,0.7675,5.5422936,"categ1",5679
"2012-12-04","fall",2012,"Dec","Tue",FALSE,"no",67.1164754,74.21486,0.73375,11.666643,"categ1",6055
"2012-12-05","fall",2012,"Dec","Wed",FALSE,"no",64.3489754,70.52108,0.485,21.709407,"categ1",5398
"2012-12-06","fall",2012,"Dec","Thu",FALSE,"no",50.8804754,55.23836,0.50875,11.708518,"categ1",5035
"2012-12-07","fall",2012,"Dec","Fri",FALSE,"no",55.6774754,60.97622,0.764167,8.7502,"categ2",4659
"2012-12-08","fall",2012,"Dec","Sat",TRUE,"no",60.1670246,67.05572,0.91125,6.792393,"categ2",4429
"2012-12-09","fall",2012,"Dec","Sun",TRUE,"no",60.3515246,67.11314,0.905417,10.584325,"categ2",2787
"2012-12-10","fall",2012,"Dec","Mon",FALSE,"no",64.1644754,71.20175,0.925,12.750636,"categ2",4841
"2012-12-11","fall",2012,"Dec","Tue",FALSE,"no",58.0759754,62.45267,0.596667,19.834479,"categ2",5219
"2012-12-12","fall",2012,"Dec","Wed",FALSE,"no",53.9555,58.76042,0.538333,10.916779,"categ2",5009
"2012-12-13","fall",2012,"Dec","Thu",FALSE,"no",53.8324754,58.47692,0.485833,11.666643,"categ1",5107
"2012-12-14","fall",2012,"Dec","Fri",FALSE,"no",52.7870246,58.47728,0.642917,8.792343,"categ1",5182
"2012-12-15","fall",2012,"Dec","Sat",TRUE,"no",55.9235246,62.45447,0.650417,7.12545,"categ1",4280
"2012-12-16","fall",2012,"Dec","Sun",TRUE,"no",58.7525,65.29442,0.83875,6.749714,"categ2",3248
"2012-12-17","fall",2012,"Dec","Mon",FALSE,"no",61.0279754,68.135,0.907083,6.5833061,"categ2",4373
"2012-12-18","fall",2012,"Dec","Tue",FALSE,"no",62.3194754,68.87372,0.66625,14.834068,"categ1",5124
"2012-12-19","fall",2012,"Dec","Wed",FALSE,"no",56.5385,62.79458,0.625417,12.334164,"categ1",4934
"2012-12-20","fall",2012,"Dec","Thu",FALSE,"no",56.354,62.16953,0.667917,8.875021,"categ2",3814
"2012-12-21","winter",2012,"Dec","Fri",FALSE,"no",56.1080246,59.15903,0.556667,25.083661,"categ2",3402
"2012-12-22","winter",2012,"Dec","Sat",TRUE,"no",51.6184754,53.25017,0.44125,27.292182,"categ1",1544
"2012-12-23","winter",2012,"Dec","Sun",TRUE,"no",50.1424754,55.35239,0.515417,8.916561,"categ1",1379
"2012-12-24","winter",2012,"Dec","Mon",FALSE,"no",49.0702352,55.301,0.791304,5.1744368,"categ2",746
"2012-12-25","winter",2012,"Dec","Tue",FALSE,"yes",53.4982352,58.50185,0.734783,11.304642,"categ2",573
"2012-12-27","winter",2012,"Dec","Thu",FALSE,"no",50.7575246,52.39778,0.652917,23.458911,"categ2",1867
"2012-12-28","winter",2012,"Dec","Fri",FALSE,"no",50.6959754,54.95414,0.59,10.416557,"categ2",2451
"2012-12-29","winter",2012,"Dec","Sat",TRUE,"no",50.6959754,53.816,0.752917,8.333661,"categ2",1182
"2012-12-30","winter",2012,"Dec","Sun",TRUE,"no",50.8804754,52.853,0.483333,23.500518,"categ1",1432
"2012-12-31","winter",2012,"Dec","Mon",FALSE,"no",47.9284754,52.11383,0.5775,10.374682,"categ2",2290
